variant,workload,workload_short,poolSize,concurrency,client_err,client_ok,client_error_rate_percent,server_requests_error_rate_percent,is_worker
js_wasm,small_512x512_k5_p1,Small,-1.0,16.0,0.0,461.2857142857143,0.0,0.0,False
js_worker_wasm,small_512x512_k5_p1,Small,1.0,1.0,0.0,438.0,0.0,0.0,True
js_worker_wasm,small_512x512_k5_p1,Small,1.0,2.0,0.0,474.57142857142856,0.0,0.0,True
js_worker_wasm,small_512x512_k5_p1,Small,1.0,4.0,0.0,468.0,0.0,0.0,True
js_worker_wasm,small_512x512_k5_p1,Small,1.0,8.0,0.0,470.8571428571428,0.0,0.0,True
js_worker_wasm,small_512x512_k5_p1,Small,1.0,16.0,0.0,479.0,0.0,0.0,True
js_worker_wasm,small_512x512_k5_p1,Small,4.0,1.0,0.0,439.8571428571428,0.0,0.0,True
js_worker_wasm,small_512x512_k5_p1,Small,4.0,4.0,0.0,1289.571428571429,0.0,0.0,True
js_worker_wasm,small_512x512_k5_p1,Small,4.0,8.0,0.0,1157.2857142857142,0.0,0.0,True
js_worker_wasm,small_512x512_k5_p1,Small,4.0,16.0,0.0,1169.857142857143,0.0,0.0,True
js_worker_wasm,small_512x512_k5_p1,Small,8.0,1.0,0.0,441.4285714285714,0.0,0.0,True
js_worker_wasm,small_512x512_k5_p1,Small,8.0,4.0,0.0,1288.2857142857142,0.0,0.0,True
js_worker_wasm,small_512x512_k5_p1,Small,8.0,8.0,0.0,2210.1428571428573,0.0,0.0,True
js_worker_wasm,small_512x512_k5_p1,Small,8.0,16.0,0.0,2269.8571428571427,0.0,0.0,True
js_worker_wasm,small_512x512_k5_p1,Small,16.0,1.0,0.0,437.8571428571428,0.0,0.0,True
js_worker_wasm,small_512x512_k5_p1,Small,16.0,4.0,0.0,1277.571428571429,0.0,0.0,True
js_worker_wasm,small_512x512_k5_p1,Small,16.0,8.0,0.0,2215.5714285714284,0.0,0.0,True
js_worker_wasm,small_512x512_k5_p1,Small,16.0,16.0,0.0,3670.285714285714,0.0,0.0,True
js_worker_wasm,small_512x512_k5_p1,Small,16.0,32.0,0.0,3710.428571428572,0.0,0.0,True
js_wasm_simd,small_512x512_k5_p1,Small,-1.0,1.0,0.0,435.0,0.0,0.0,False
js_wasm_simd,small_512x512_k5_p1,Small,-1.0,4.0,0.0,467.8571428571428,0.0,0.0,False
js_wasm_simd,small_512x512_k5_p1,Small,-1.0,8.0,0.0,458.7142857142857,0.0,0.0,False
js_wasm_simd,small_512x512_k5_p1,Small,-1.0,16.0,0.0,478.2857142857143,0.0,0.0,False
js_worker_wasm_simd,small_512x512_k5_p1,Small,1.0,1.0,0.0,446.2857142857143,0.0,0.0,True
js_worker_wasm_simd,small_512x512_k5_p1,Small,1.0,2.0,0.0,483.0,0.0,0.0,True
js_worker_wasm_simd,small_512x512_k5_p1,Small,1.0,4.0,0.0,479.57142857142856,0.0,0.0,True
js_worker_wasm_simd,small_512x512_k5_p1,Small,1.0,8.0,0.0,481.4285714285714,0.0,0.0,True
js_worker_wasm_simd,small_512x512_k5_p1,Small,1.0,16.0,0.0,488.4285714285714,0.0,0.0,True
js_worker_wasm_simd,small_512x512_k5_p1,Small,4.0,1.0,0.0,442.7142857142857,0.0,0.0,True
js_worker_wasm_simd,small_512x512_k5_p1,Small,4.0,4.0,0.0,1308.7142857142858,0.0,0.0,True
js_worker_wasm_simd,small_512x512_k5_p1,Small,4.0,8.0,0.0,1198.571428571429,0.0,0.0,True
js_worker_wasm_simd,small_512x512_k5_p1,Small,4.0,16.0,0.0,1208.857142857143,0.0,0.0,True
js_worker_wasm_simd,small_512x512_k5_p1,Small,8.0,1.0,0.0,443.57142857142856,0.0,0.0,True
js_worker_wasm_simd,small_512x512_k5_p1,Small,8.0,4.0,0.0,1307.857142857143,0.0,0.0,True
js_worker_wasm_simd,small_512x512_k5_p1,Small,8.0,8.0,0.0,2268.8571428571427,0.0,0.0,True
js_worker_wasm_simd,small_512x512_k5_p1,Small,8.0,16.0,0.0,2347.428571428572,0.0,0.0,True
js_worker_wasm_simd,small_512x512_k5_p1,Small,16.0,1.0,0.0,445.2857142857143,0.0,0.0,True
js_worker_wasm_simd,small_512x512_k5_p1,Small,16.0,4.0,0.0,1318.857142857143,0.0,0.0,True
js_worker_wasm_simd,small_512x512_k5_p1,Small,16.0,8.0,0.0,2274.0,0.0,0.0,True
js_worker_wasm_simd,small_512x512_k5_p1,Small,16.0,16.0,0.0,3770.714285714286,0.0,0.0,True
js_worker_wasm_simd,small_512x512_k5_p1,Small,16.0,32.0,0.0,3833.142857142857,0.0,0.0,True
js_pure,medium_1920x1080_k15_p1,Medium,-1.0,1.0,0.0,33.857142857142854,0.0,0.0,False
js_pure,medium_1920x1080_k15_p1,Medium,-1.0,4.0,0.0,38.42857142857143,0.0,0.0,False
js_pure,medium_1920x1080_k15_p1,Medium,-1.0,8.0,0.0,42.71428571428572,0.0,0.0,False
js_pure,medium_1920x1080_k15_p1,Medium,-1.0,16.0,0.0,50.42857142857143,0.0,0.0,False
js_worker,medium_1920x1080_k15_p1,Medium,1.0,1.0,0.0,35.42857142857143,0.0,0.0,True
js_worker,medium_1920x1080_k15_p1,Medium,1.0,2.0,0.0,37.85714285714285,0.0,0.0,True
js_worker,medium_1920x1080_k15_p1,Medium,1.0,4.0,0.0,39.42857142857143,0.0,0.0,True
js_worker,medium_1920x1080_k15_p1,Medium,1.0,8.0,0.0,43.42857142857143,0.0,0.0,True
js_worker,medium_1920x1080_k15_p1,Medium,1.0,16.0,0.0,51.285714285714285,0.0,0.0,True
js_worker,medium_1920x1080_k15_p1,Medium,4.0,1.0,0.0,35.285714285714285,0.0,0.0,True
js_worker,medium_1920x1080_k15_p1,Medium,4.0,4.0,0.0,99.42857142857144,0.0,0.0,True
js_worker,medium_1920x1080_k15_p1,Medium,4.0,8.0,0.0,97.28571428571428,0.0,0.0,True
js_worker,medium_1920x1080_k15_p1,Medium,4.0,16.0,0.0,104.14285714285714,0.0,0.0,True
js_worker,medium_1920x1080_k15_p1,Medium,8.0,1.0,0.0,35.142857142857146,0.0,0.0,True
js_worker,medium_1920x1080_k15_p1,Medium,8.0,4.0,0.0,99.57142857142856,0.0,0.0,True
js_worker,medium_1920x1080_k15_p1,Medium,8.0,8.0,0.0,169.85714285714286,0.0,0.0,True
js_worker,medium_1920x1080_k15_p1,Medium,8.0,16.0,0.0,178.71428571428572,0.0,0.0,True
js_worker,medium_1920x1080_k15_p1,Medium,16.0,1.0,0.0,35.142857142857146,0.0,0.0,True
js_worker,medium_1920x1080_k15_p1,Medium,16.0,4.0,0.0,100.0,0.0,0.0,True
js_worker,medium_1920x1080_k15_p1,Medium,16.0,8.0,0.0,171.71428571428572,0.0,0.0,True
js_worker,medium_1920x1080_k15_p1,Medium,16.0,16.0,0.0,276.42857142857144,0.0,0.0,True
js_worker,medium_1920x1080_k15_p1,Medium,16.0,32.0,0.0,292.2857142857143,0.0,0.0,True
js_wasm,medium_1920x1080_k15_p1,Medium,-1.0,1.0,0.0,33.285714285714285,0.0,0.0,False
js_wasm,medium_1920x1080_k15_p1,Medium,-1.0,4.0,0.0,37.0,0.0,0.0,False
js_wasm,medium_1920x1080_k15_p1,Medium,-1.0,8.0,0.0,41.0,0.0,0.0,False
js_wasm,medium_1920x1080_k15_p1,Medium,-1.0,16.0,0.0,48.85714285714285,0.0,0.0,False
js_worker_wasm,medium_1920x1080_k15_p1,Medium,1.0,1.0,0.0,33.285714285714285,0.0,0.0,True
js_worker_wasm,medium_1920x1080_k15_p1,Medium,1.0,2.0,0.0,35.857142857142854,0.0,0.0,True
js_worker_wasm,medium_1920x1080_k15_p1,Medium,1.0,4.0,0.0,37.0,0.0,0.0,True
js_worker_wasm,medium_1920x1080_k15_p1,Medium,1.0,8.0,0.0,41.0,0.0,0.0,True
js_worker_wasm,medium_1920x1080_k15_p1,Medium,1.0,16.0,0.0,49.0,0.0,0.0,True
js_worker_wasm,medium_1920x1080_k15_p1,Medium,4.0,1.0,0.0,33.714285714285715,0.0,0.0,True
js_worker_wasm,medium_1920x1080_k15_p1,Medium,4.0,4.0,0.0,96.42857142857144,0.0,0.0,True
js_worker_wasm,medium_1920x1080_k15_p1,Medium,4.0,8.0,0.0,96.42857142857144,0.0,0.0,True
js_worker_wasm,medium_1920x1080_k15_p1,Medium,4.0,16.0,0.0,102.28571428571428,0.0,0.0,True
js_worker_wasm,medium_1920x1080_k15_p1,Medium,8.0,1.0,0.0,33.57142857142857,0.0,0.0,True
js_worker_wasm,medium_1920x1080_k15_p1,Medium,8.0,4.0,0.0,98.28571428571428,0.0,0.0,True
js_worker_wasm,medium_1920x1080_k15_p1,Medium,8.0,8.0,0.0,166.14285714285714,0.0,0.0,True
js_worker_wasm,medium_1920x1080_k15_p1,Medium,8.0,16.0,0.0,174.28571428571428,0.0,0.0,True
js_worker_wasm,medium_1920x1080_k15_p1,Medium,16.0,1.0,0.0,33.57142857142857,0.0,0.0,True
js_worker_wasm,medium_1920x1080_k15_p1,Medium,16.0,4.0,0.0,97.85714285714286,0.0,0.0,True
js_worker_wasm,medium_1920x1080_k15_p1,Medium,16.0,8.0,0.0,165.71428571428572,0.0,0.0,True
js_worker_wasm,medium_1920x1080_k15_p1,Medium,16.0,16.0,0.0,273.1428571428572,0.0,0.0,True
js_worker_wasm,medium_1920x1080_k15_p1,Medium,16.0,32.0,0.0,289.2857142857143,0.0,0.0,True
js_wasm_simd,medium_1920x1080_k15_p1,Medium,-1.0,1.0,0.0,36.285714285714285,0.0,0.0,False
js_wasm_simd,medium_1920x1080_k15_p1,Medium,-1.0,4.0,0.0,39.85714285714285,0.0,0.0,False
js_wasm_simd,medium_1920x1080_k15_p1,Medium,-1.0,8.0,0.0,43.85714285714285,0.0,0.0,False
js_wasm_simd,medium_1920x1080_k15_p1,Medium,-1.0,16.0,0.0,51.71428571428572,0.0,0.0,False
js_worker_wasm_simd,medium_1920x1080_k15_p1,Medium,1.0,1.0,0.0,35.857142857142854,0.0,0.0,True
js_worker_wasm_simd,medium_1920x1080_k15_p1,Medium,1.0,2.0,0.0,38.71428571428572,0.0,0.0,True
js_worker_wasm_simd,medium_1920x1080_k15_p1,Medium,1.0,4.0,0.0,40.0,0.0,0.0,True
js_worker_wasm_simd,medium_1920x1080_k15_p1,Medium,1.0,8.0,0.0,44.0,0.0,0.0,True
js_worker_wasm_simd,medium_1920x1080_k15_p1,Medium,1.0,16.0,0.0,52.0,0.0,0.0,True
js_worker_wasm_simd,medium_1920x1080_k15_p1,Medium,4.0,1.0,0.0,36.142857142857146,0.0,0.0,True
js_worker_wasm_simd,medium_1920x1080_k15_p1,Medium,4.0,4.0,0.0,106.14285714285714,0.0,0.0,True
js_worker_wasm_simd,medium_1920x1080_k15_p1,Medium,4.0,8.0,0.0,103.71428571428572,0.0,0.0,True
js_worker_wasm_simd,medium_1920x1080_k15_p1,Medium,4.0,16.0,0.0,112.0,0.0,0.0,True
js_worker_wasm_simd,medium_1920x1080_k15_p1,Medium,8.0,1.0,0.0,35.857142857142854,0.0,0.0,True
js_worker_wasm_simd,medium_1920x1080_k15_p1,Medium,8.0,4.0,0.0,106.57142857142856,0.0,0.0,True
js_worker_wasm_simd,medium_1920x1080_k15_p1,Medium,8.0,8.0,0.0,179.14285714285714,0.0,0.0,True
js_worker_wasm_simd,medium_1920x1080_k15_p1,Medium,8.0,16.0,0.0,189.7142857142857,0.0,0.0,True
js_worker_wasm_simd,medium_1920x1080_k15_p1,Medium,16.0,1.0,0.0,35.857142857142854,0.0,0.0,True
js_worker_wasm_simd,medium_1920x1080_k15_p1,Medium,16.0,4.0,0.0,106.28571428571428,0.0,0.0,True
js_worker_wasm_simd,medium_1920x1080_k15_p1,Medium,16.0,8.0,0.0,181.14285714285717,0.0,0.0,True
js_worker_wasm_simd,medium_1920x1080_k15_p1,Medium,16.0,16.0,0.0,298.0,0.0,0.0,True
js_worker_wasm_simd,medium_1920x1080_k15_p1,Medium,16.0,32.0,0.0,313.1428571428572,0.0,0.0,True
js_pure,large_1920x1080_k15_p10,Large,-1.0,1.0,0.0,4.0,0.0,0.0,False
js_pure,large_1920x1080_k15_p10,Large,-1.0,4.0,0.0,7.0,0.0,0.0,False
js_pure,large_1920x1080_k15_p10,Large,-1.0,8.0,0.0,11.0,0.0,0.0,False
js_pure,large_1920x1080_k15_p10,Large,-1.0,16.0,0.0,19.0,0.0,0.0,False
js_worker,large_1920x1080_k15_p10,Large,1.0,1.0,0.0,4.0,0.0,0.0,True
js_worker,large_1920x1080_k15_p10,Large,1.0,2.0,0.0,5.0,0.0,0.0,True
js_worker,large_1920x1080_k15_p10,Large,1.0,4.0,0.0,7.0,0.0,0.0,True
js_worker,large_1920x1080_k15_p10,Large,1.0,8.0,0.0,11.0,0.0,0.0,True
js_worker,large_1920x1080_k15_p10,Large,1.0,16.0,0.0,19.0,0.0,0.0,True
js_worker,large_1920x1080_k15_p10,Large,4.0,1.0,0.0,4.0,0.0,0.0,True
js_worker,large_1920x1080_k15_p10,Large,4.0,4.0,0.0,11.0,0.0,0.0,True
js_worker,large_1920x1080_k15_p10,Large,4.0,8.0,0.0,15.571428571428571,0.0,0.0,True
js_worker,large_1920x1080_k15_p10,Large,4.0,16.0,0.0,22.571428571428573,0.0,0.0,True
js_worker,large_1920x1080_k15_p10,Large,8.0,1.0,0.0,4.0,0.0,0.0,True
js_worker,large_1920x1080_k15_p10,Large,8.0,4.0,0.0,11.285714285714286,0.0,0.0,True
js_worker,large_1920x1080_k15_p10,Large,8.0,8.0,0.0,20.857142857142858,0.0,0.0,True
js_worker,large_1920x1080_k15_p10,Large,8.0,16.0,0.0,28.857142857142858,0.0,0.0,True
js_worker,large_1920x1080_k15_p10,Large,16.0,1.0,0.0,4.0,0.0,0.0,True
js_worker,large_1920x1080_k15_p10,Large,16.0,4.0,0.0,11.571428571428571,0.0,0.0,True
js_worker,large_1920x1080_k15_p10,Large,16.0,8.0,0.0,20.857142857142858,0.0,0.0,True
js_worker,large_1920x1080_k15_p10,Large,16.0,16.0,0.0,32.0,0.0,0.0,True
js_worker,large_1920x1080_k15_p10,Large,16.0,32.0,0.0,48.0,0.0,0.0,True
js_wasm,large_1920x1080_k15_p10,Large,-1.0,1.0,0.0,4.0,0.0,0.0,False
js_wasm,large_1920x1080_k15_p10,Large,-1.0,4.0,0.0,7.0,0.0,0.0,False
js_wasm,large_1920x1080_k15_p10,Large,-1.0,8.0,0.0,11.0,0.0,0.0,False
js_wasm,large_1920x1080_k15_p10,Large,-1.0,16.0,0.0,19.0,0.0,0.0,False
js_worker_wasm,large_1920x1080_k15_p10,Large,1.0,1.0,0.0,4.0,0.0,0.0,True
js_worker_wasm,large_1920x1080_k15_p10,Large,1.0,2.0,0.0,5.0,0.0,0.0,True
js_worker_wasm,large_1920x1080_k15_p10,Large,1.0,4.0,0.0,7.0,0.0,0.0,True
js_worker_wasm,large_1920x1080_k15_p10,Large,1.0,8.0,0.0,11.0,0.0,0.0,True
js_worker_wasm,large_1920x1080_k15_p10,Large,1.0,16.0,0.0,19.0,0.0,0.0,True
js_worker_wasm,large_1920x1080_k15_p10,Large,4.0,1.0,0.0,4.0,0.0,0.0,True
js_worker_wasm,large_1920x1080_k15_p10,Large,4.0,4.0,0.0,12.0,0.0,0.0,True
js_worker_wasm,large_1920x1080_k15_p10,Large,4.0,8.0,0.0,14.857142857142858,0.0,0.0,True
js_worker_wasm,large_1920x1080_k15_p10,Large,4.0,16.0,0.0,22.428571428571427,0.0,0.0,True
js_worker_wasm,large_1920x1080_k15_p10,Large,8.0,1.0,0.0,4.0,0.0,0.0,True
js_worker_wasm,large_1920x1080_k15_p10,Large,8.0,4.0,0.0,11.571428571428571,0.0,0.0,True
js_worker_wasm,large_1920x1080_k15_p10,Large,8.0,8.0,0.0,19.714285714285715,0.0,0.0,True
js_worker_wasm,large_1920x1080_k15_p10,Large,8.0,16.0,0.0,28.714285714285715,0.0,0.0,True
js_worker_wasm,large_1920x1080_k15_p10,Large,16.0,1.0,0.0,4.0,0.0,0.0,True
js_worker_wasm,large_1920x1080_k15_p10,Large,16.0,4.0,0.0,10.142857142857142,0.0,0.0,True
js_worker_wasm,large_1920x1080_k15_p10,Large,16.0,8.0,0.0,19.857142857142858,0.0,0.0,True
js_worker_wasm,large_1920x1080_k15_p10,Large,16.0,16.0,0.0,32.0,0.0,0.0,True
js_worker_wasm,large_1920x1080_k15_p10,Large,16.0,32.0,0.0,48.0,0.0,0.0,True
js_wasm_simd,large_1920x1080_k15_p10,Large,-1.0,1.0,0.0,4.0,0.0,0.0,False
js_wasm_simd,large_1920x1080_k15_p10,Large,-1.0,4.0,0.0,7.0,0.0,0.0,False
js_wasm_simd,large_1920x1080_k15_p10,Large,-1.0,8.0,0.0,11.0,0.0,0.0,False
js_wasm_simd,large_1920x1080_k15_p10,Large,-1.0,16.0,0.0,19.0,0.0,0.0,False
js_worker_wasm_simd,large_1920x1080_k15_p10,Large,1.0,1.0,0.0,4.0,0.0,0.0,True
js_worker_wasm_simd,large_1920x1080_k15_p10,Large,1.0,2.0,0.0,5.0,0.0,0.0,True
js_worker_wasm_simd,large_1920x1080_k15_p10,Large,1.0,4.0,0.0,7.0,0.0,0.0,True
js_worker_wasm_simd,large_1920x1080_k15_p10,Large,1.0,8.0,0.0,11.0,0.0,0.0,True
js_worker_wasm_simd,large_1920x1080_k15_p10,Large,1.0,16.0,0.0,19.0,0.0,0.0,True
js_worker_wasm_simd,large_1920x1080_k15_p10,Large,4.0,1.0,0.0,4.0,0.0,0.0,True
js_worker_wasm_simd,large_1920x1080_k15_p10,Large,4.0,4.0,0.0,12.857142857142858,0.0,0.0,True
js_worker_wasm_simd,large_1920x1080_k15_p10,Large,4.0,8.0,0.0,16.714285714285715,0.0,0.0,True
js_worker_wasm_simd,large_1920x1080_k15_p10,Large,4.0,16.0,0.0,24.571428571428573,0.0,0.0,True
js_worker_wasm_simd,large_1920x1080_k15_p10,Large,8.0,1.0,0.0,4.0,0.0,0.0,True
js_worker_wasm_simd,large_1920x1080_k15_p10,Large,8.0,4.0,0.0,12.714285714285714,0.0,0.0,True
js_worker_wasm_simd,large_1920x1080_k15_p10,Large,8.0,8.0,0.0,23.714285714285715,0.0,0.0,True
js_worker_wasm_simd,large_1920x1080_k15_p10,Large,8.0,16.0,0.0,31.714285714285715,0.0,0.0,True
js_worker_wasm_simd,large_1920x1080_k15_p10,Large,16.0,1.0,0.0,4.0,0.0,0.0,True
js_worker_wasm_simd,large_1920x1080_k15_p10,Large,16.0,4.0,0.0,12.428571428571429,0.0,0.0,True
js_worker_wasm_simd,large_1920x1080_k15_p10,Large,16.0,8.0,0.0,23.428571428571427,0.0,0.0,True
js_worker_wasm_simd,large_1920x1080_k15_p10,Large,16.0,16.0,0.0,32.0,0.0,0.0,True
js_worker_wasm_simd,large_1920x1080_k15_p10,Large,16.0,32.0,0.0,48.0,0.0,0.0,True
js_pure,heavy_2560x1440_k31_p5,Heavy,-1.0,1.0,0.0,3.0,0.0,0.0,False
js_pure,heavy_2560x1440_k31_p5,Heavy,-1.0,4.0,0.0,6.0,0.0,0.0,False
js_pure,heavy_2560x1440_k31_p5,Heavy,-1.0,8.0,0.0,10.0,0.0,0.0,False
js_pure,heavy_2560x1440_k31_p5,Heavy,-1.0,16.0,2.0,18.0,10.0,0.0,False
js_worker,heavy_2560x1440_k31_p5,Heavy,1.0,1.0,0.0,3.0,0.0,0.0,True
js_worker,heavy_2560x1440_k31_p5,Heavy,1.0,2.0,0.0,4.0,0.0,0.0,True
js_worker,heavy_2560x1440_k31_p5,Heavy,1.0,4.0,0.0,6.0,0.0,0.0,True
js_worker,heavy_2560x1440_k31_p5,Heavy,1.0,8.0,0.0,10.0,0.0,0.0,True
js_worker,heavy_2560x1440_k31_p5,Heavy,1.0,16.0,0.0,18.0,0.0,0.0,True
js_worker,heavy_2560x1440_k31_p5,Heavy,4.0,1.0,0.0,3.0,0.0,0.0,True
js_worker,heavy_2560x1440_k31_p5,Heavy,4.0,4.0,0.0,8.0,0.0,0.0,True
js_worker,heavy_2560x1440_k31_p5,Heavy,4.0,8.0,0.0,12.0,0.0,0.0,True
js_worker,heavy_2560x1440_k31_p5,Heavy,4.0,16.0,0.0,20.0,0.0,0.0,True
js_worker,heavy_2560x1440_k31_p5,Heavy,8.0,1.0,0.0,3.0,0.0,0.0,True
js_worker,heavy_2560x1440_k31_p5,Heavy,8.0,4.0,0.0,8.0,0.0,0.0,True
js_worker,heavy_2560x1440_k31_p5,Heavy,8.0,8.0,0.0,16.0,0.0,0.0,True
js_worker,heavy_2560x1440_k31_p5,Heavy,8.0,16.0,0.0,24.0,0.0,0.0,True
js_worker,heavy_2560x1440_k31_p5,Heavy,16.0,1.0,0.0,3.0,0.0,0.0,True
js_worker,heavy_2560x1440_k31_p5,Heavy,16.0,4.0,0.0,8.0,0.0,0.0,True
js_worker,heavy_2560x1440_k31_p5,Heavy,16.0,8.0,0.0,16.0,0.0,0.0,True
js_worker,heavy_2560x1440_k31_p5,Heavy,16.0,16.0,0.0,31.714285714285715,0.0,0.0,True
js_worker,heavy_2560x1440_k31_p5,Heavy,16.0,32.0,0.0,41.42857142857143,0.0,0.0,True
js_wasm,heavy_2560x1440_k31_p5,Heavy,-1.0,1.0,0.0,3.0,0.0,0.0,False
js_wasm,heavy_2560x1440_k31_p5,Heavy,-1.0,4.0,0.0,6.0,0.0,0.0,False
js_wasm,heavy_2560x1440_k31_p5,Heavy,-1.0,8.0,0.0,10.0,0.0,0.0,False
js_wasm,heavy_2560x1440_k31_p5,Heavy,-1.0,16.0,2.0,18.0,10.0,0.0,False
js_worker_wasm,heavy_2560x1440_k31_p5,Heavy,1.0,1.0,0.0,3.0,0.0,0.0,True
js_worker_wasm,heavy_2560x1440_k31_p5,Heavy,1.0,2.0,0.0,4.0,0.0,0.0,True
js_worker_wasm,heavy_2560x1440_k31_p5,Heavy,1.0,4.0,0.0,6.0,0.0,0.0,True
js_worker_wasm,heavy_2560x1440_k31_p5,Heavy,1.0,8.0,0.0,10.0,0.0,0.0,True
js_worker_wasm,heavy_2560x1440_k31_p5,Heavy,1.0,16.0,0.0,18.0,0.0,0.0,True
js_worker_wasm,heavy_2560x1440_k31_p5,Heavy,4.0,1.0,0.0,3.0,0.0,0.0,True
js_worker_wasm,heavy_2560x1440_k31_p5,Heavy,4.0,4.0,0.0,8.0,0.0,0.0,True
js_worker_wasm,heavy_2560x1440_k31_p5,Heavy,4.0,8.0,0.0,12.285714285714286,0.0,0.0,True
js_worker_wasm,heavy_2560x1440_k31_p5,Heavy,4.0,16.0,0.0,20.0,0.0,0.0,True
js_worker_wasm,heavy_2560x1440_k31_p5,Heavy,8.0,1.0,0.0,3.0,0.0,0.0,True
js_worker_wasm,heavy_2560x1440_k31_p5,Heavy,8.0,4.0,0.0,8.0,0.0,0.0,True
js_worker_wasm,heavy_2560x1440_k31_p5,Heavy,8.0,8.0,0.0,16.0,0.0,0.0,True
js_worker_wasm,heavy_2560x1440_k31_p5,Heavy,8.0,16.0,0.0,24.0,0.0,0.0,True
js_worker_wasm,heavy_2560x1440_k31_p5,Heavy,16.0,1.0,0.0,3.0,0.0,0.0,True
js_worker_wasm,heavy_2560x1440_k31_p5,Heavy,16.0,4.0,0.0,8.571428571428571,0.0,0.0,True
js_worker_wasm,heavy_2560x1440_k31_p5,Heavy,16.0,8.0,0.0,16.0,0.0,0.0,True
js_worker_wasm,heavy_2560x1440_k31_p5,Heavy,16.0,16.0,0.0,31.428571428571427,0.0,0.0,True
js_worker_wasm,heavy_2560x1440_k31_p5,Heavy,16.0,32.0,0.0,45.42857142857143,0.0,0.0,True
js_wasm_simd,heavy_2560x1440_k31_p5,Heavy,-1.0,1.0,0.0,3.0,0.0,0.0,False
js_wasm_simd,heavy_2560x1440_k31_p5,Heavy,-1.0,4.0,0.0,6.0,0.0,0.0,False
js_wasm_simd,heavy_2560x1440_k31_p5,Heavy,-1.0,8.0,0.0,10.0,0.0,0.0,False
js_wasm_simd,heavy_2560x1440_k31_p5,Heavy,-1.0,16.0,0.1428571428571428,18.0,0.7519,0.0,False
js_worker_wasm_simd,heavy_2560x1440_k31_p5,Heavy,1.0,1.0,0.0,3.0,0.0,0.0,True
js_worker_wasm_simd,heavy_2560x1440_k31_p5,Heavy,1.0,2.0,0.0,4.0,0.0,0.0,True
js_worker_wasm_simd,heavy_2560x1440_k31_p5,Heavy,1.0,4.0,0.0,6.0,0.0,0.0,True
js_worker_wasm_simd,heavy_2560x1440_k31_p5,Heavy,1.0,8.0,0.0,10.0,0.0,0.0,True
js_worker_wasm_simd,heavy_2560x1440_k31_p5,Heavy,1.0,16.0,0.0,18.0,0.0,0.0,True
js_worker_wasm_simd,heavy_2560x1440_k31_p5,Heavy,4.0,1.0,0.0,3.0,0.0,0.0,True
js_worker_wasm_simd,heavy_2560x1440_k31_p5,Heavy,4.0,4.0,0.0,8.714285714285714,0.0,0.0,True
js_worker_wasm_simd,heavy_2560x1440_k31_p5,Heavy,4.0,8.0,0.0,12.428571428571429,0.0,0.0,True
